tr2010gj,tr2010ge,tr2020gj,tr2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G0600010421500,06001421500,G0600130356002,06013356002,0.0024016452,0,0,0,0,0,0,0
G0600010421600,06001421600,G0600010400100,06001400100,0.0053600866,0,0,0,0,0,0,0
G0600010421600,06001421600,G0600010421600,06001421600,0.9900939219,1,1,1,1,1,1,1
G0600010421600,06001421600,G0600010982100,06001982100,0.0009389933,0,0,0,0,0,0,0
G0600010421600,06001421600,G0600130354001,06013354001,0.0036069982,0,0,0,0,0,0,0
G0600010421700,06001421700,G0600010421700,06001421700,1,1,1,1,1,1,1,1
G0600010421800,06001421800,G0600010421800,06001421800,1,1,1,1,1,1,1,1
G0600010421900,06001421900,G0600010420500,06001420500,0.0050797215,0.0059505558,0.0059792925,0.0060708175,0.0061655538,0.0060757655,0.0061211103,0.0062423787
G0600010421900,06001421900,G0600010420600,06001420600,0.0081761999,0.0086048406,0.0085046826,0.0087445154,0.0077944485,0.0075403779,0.0077673306,0.0078413244
G0600010421900,06001421900,G0600010421900,06001421900,0.9867440786,0.9854446036,0.9855160249,0.9851846671,0.9860399977,0.9863838565,0.9861115592,0.9859162969
G0600010422000,06001422000,G0600010400800,06001400800,0.0000425251,0,0,0,0,0,0,0
G0600010422000,06001422000,G0600010420401,06001420401,0.0012609131,0.0003915635,0.0004712718,0,0.0010308629,0.0009431901,0.0025752268,0
G0600010422000,06001422000,G0600010420402,06001420402,0.001313405,0.0259356435,0.0283014422,0.004074619,0.0019120776,0.0017494592,0,0.0031883893
G0600010422000,06001422000,G0600010422000,06001422000,0.9967782817,0.973672793,0.971227286,0.995925381,0.9970570595,0.9973073508,0.9974247732,0.9968116107
G0600010422000,06001422000,G0600010425102,06001425102,0.0000445184,0,0,0,0,0,0,0
G0600010422000,06001422000,G0600010425103,06001425103,0.0005603566,0,0,0,0,0,0,0
G0600010422100,06001422100,G0600010422100,06001422100,1,1,1,1,1,1,1,1
G0600010422200,06001422200,G0600010422200,06001422200,1,1,1,1,1,1,1,1
G0600010422300,06001422300,G0600010422300,06001422300,1,1,1,1,1,1,1,1
G0600010422400,06001422400,G0600010422400,06001422400,1,1,1,1,1,1,1,1
G0600010422500,06001422500,G0600010422500,06001422500,0.9987769803,0.9999457487,0.9999487458,0.9999215091,0.9999342533,0.9999378135,0.9998906463,0.9999436
G0600010422500,06001422500,G0600010982100,06001982100,0.0012230197,0.0000542513,0.0000512542,0.0000784909,0.0000657467,0.0000621865,0.0001093537,0.0000564
G0600010422600,06001422600,G0600010400100,06001400100,0.0058960904,0,0,0,0,0,0,0
G0600010422600,06001422600,G0600010421600,06001421600,0.0049922251,0.0005653531,0.0005757787,0.0305290677,0.0343452012,0.0294387439,0.0343452012,0.0343452012
G0600010422600,06001422600,G0600010422500,06001422500,0.0033510573,0.0003082014,0.000313885,0.0166428781,0.0187232379,0.0160484896,0.0187232379,0.0187232379
G0600010422600,06001422600,G0600010982100,06001982100,0.9857606271,0.9991264454,0.9991103363,0.9528280542,0.946931561,0.9545127665,0.946931561,0.946931561
G0600010422700,06001422700,G0600010400100,06001400100,0.0044761819,0.0000883549,0.0000652292,0.0006760866,0.0001263965,0.0001293511,0,0.0001396902
G0600010422700,06001422700,G0600010422700,06001422700,0.9926785158,0.9999008107,0.9999254419,0.9992739241,0.9998529248,0.9998490791,0.9999301561,0.9998448021
G0600010422700,06001422700,G0600010982100,06001982100,0.0028453023,0.0000108344,0.0000093289,0.0000499893,0.0000206786,0.0000215699,0.0000698439,0.0000155077
G0600010422800,06001422800,G0600010422800,06001422800,1,1,1,1,1,1,1,1
G0600010422900,06001422900,G0600010422901,06001422901,0.2918156397,0.4587177122,0.46891695,0.379204893,0.4304954305,0.4339014279,0.4482758621,0.4302439024
G0600010422900,06001422900,G0600010422902,06001422902,0.7081843603,0.5412822878,0.53108305,0.620795107,0.5695045695,0.5660985721,0.5517241379,0.5697560976
G0600010423000,06001423000,G0600010423000,06001423000,1,1,1,1,1,1,1,1
G0600010423100,06001423100,G0600010423100,06001423100,1,1,1,1,1,1,1,1
G0600010423200,06001423200,G0600010423200,06001423200,1,1,1,1,1,1,1,1
G0600010423300,06001423300,G0600010423300,06001423300,1,1,1,1,1,1,1,1
G0600010423400,06001423400,G0600010423400,06001423400,1,1,1,1,1,1,1,1
G0600010423500,06001423500,G0600010423500,06001423500,1,1,1,1,1,1,1,1
G0600010423601,06001423601,G0600010423601,06001423601,1,1,1,1,1,1,1,1
G0600010423602,06001423602,G0600010423602,06001423602,1,1,1,1,1,1,1,1
G0600010423700,06001423700,G0600010400100,06001400100,0.0264067705,0.0013773621,0.0010207744,0.0028810458,0.0013450406,0.0013455464,0.0023240476,0.0007703335
G0600010423700,06001423700,G0600010423700,06001423700,0.9735932295,0.9986226379,0.9989792256,0.9971189542,0.9986549594,0.9986544536,0.9976759524,0.9992296665
G0600010423800,06001423800,G0600010400100,06001400100,0.0000442219,0.0000241169,0.0000234067,0.0000297645,0.0000188413,0.0000177598,0.0000241169,0
G0600010423800,06001423800,G0600010400200,06001400200,0.0006594829,0.0021428447,0.0020752095,0.0021639175,0.0021139793,0.0021164225,0.0025377937,0.0006003564
G0600010423800,06001423800,G0600010423800,06001423800,0.9992962953,0.9978330384,0.9979013838,0.997806318,0.9978671794,0.9978658177,0.9974380894,0.9993996436
G0600010423901,06001423901,G0600010400500,06001400500,0.0092365903,0.0138391629,0.0131148477,0.0156438892,0.0136017245,0.0132409965,0.0199098242,0.0100687429
G0600010423901,06001423901,G0600010423901,06001423901,0.9907634097,0.9861608371,0.9868851523,0.9843561108,0.9863982755,0.9867590035,0.9800901758,0.9899312571
G0600010423902,06001423902,G0600010400400,06001400400,0.0403747233,0.0407587883,0.0429136433,0.0511060769,0.0416512202,0.0428019764,0.065384716,0.0264680014
G0600010423902,06001423902,G0600010423800,06001423800,0.040022446,0.0783767336,0.0815439565,0.0685022625,0.0846621628,0.0839732039,0.0282690001,0.1207390115
G0600010423902,06001423902,G0600010423902,06001423902,0.9196028307,0.8808644781,0.8755424002,0.8803916607,0.8736866169,0.8732248197,0.9063462839,0.8527929872
G0600010424001,06001424001,G0600010400700,06001400700,0.0189039385,0.0155708652,0.0144000447,0.0170023832,0.0155797996,0.0152580537,0.0221023323,0.0132981531
G0600010424001,06001424001,G0600010424001,06001424001,0.9810960615,0.9844291348,0.9855999553,0.9829976168,0.9844202004,0.9847419463,0.9778976677,0.9867018469
G0600010424002,06001424002,G0600010400800,06001400800,0.0313505651,0.0228673225,0.021261066,0.0237791425,0.019530859,0.0198510674,0.030073602,0.0124310414
G0600010424002,06001424002,G0600010424002,06001424002,0.9686494349,0.9771326775,0.978738934,0.9762208575,0.980469141,0.9801489326,0.969926398,0.9875689586
G0600010425101,06001425101,G0600010425101,06001425101,1,1,1,1,1,1,1,1
G0600010425102,06001425102,G0600010422000,06001422000,0.0058256725,0,0,0,0,0,0,0
G0600010425102,06001425102,G0600010425102,06001425102,0.9941743275,1,1,1,1,1,1,1
G0600010425103,06001425103,G0600010400800,06001400800,0.0014311843,0.0056478037,0.0060341089,0.0060626205,0.0063135261,0.005657345,0.0156005572,0.0000490457
G0600010425103,06001425103,G0600010425103,06001425103,0.9985688157,0.9943521963,0.9939658911,0.9939373795,0.9936864739,0.994342655,0.9843994428,0.9999509543
G0600010425104,06001425104,G0600010400900,06001400900,0.0027898571,0.0044342102,0.003947998,0.0059084584,0.0033778499,0.0027192024,0.0047740959,0.0027105728
G0600010425104,06001425104,G0600010401500,06001401500,0.0014786611,0.0007092386,0.0007828076,0.0004415635,0.0010174765,0.0008190786,0.0028315716,0.0001505059
G0600010425104,06001425104,G0600010401700,06001401700,0.0108373804,0,0,0,0,0,0,0
G0600010425104,06001425104,G0600010425104,06001425104,0.9848941014,0.9948565513,0.9952691944,0.9936499781,0.9956046736,0.9964617191,0.9923943324,0.9971389214
G0600010426100,06001426100,G0600010403800,06001403800,0.0000888626,0.00014876,0.0001522585,0.0001707769,0.0001537439,0.0001499731,0.0001384224,0.000343614
G0600010426100,06001426100,G0600010404200,06001404200,0.0037512728,0.0004049788,0.0004263642,0.0004335796,0.0004950124,0.0005344143,0.0004640867,0.0008782553
G0600010426100,06001426100,G0600010404501,06001404501,0.0000300663,0.000021959,0.0000159014,0.0000194943,0.0000164463,0.0000158978,0.0000173836,0.0000048312
G0600010426100,06001426100,G0600010426100,06001426100,0.9961297982,0.9994243021,0.9994054759,0.9993761492,0.9993347975,0.9992997148,0.9993801073,0.9987732995
G0600010426200,06001426200,G0600010403800,06001403800,0.0012709084,0.0012013374,0.0012805192,0.0013239132,0.0012531055,0.001216993,0.0012113658,0.0014581428
G0600010426200,06001426200,G0600010404000,06001404000,0.0008374431,0.0031270662,0.0033278226,0.0029855739,0.0040689297,0.0043055503,0.0021927974,0.0132850181
G0600010426200,06001426200,G0600010404101,06001404101,0.0000309618,0.0000477301,0.0000419669,0.0000381214,0.0000310175,0.0000401648,0.0000248878,0.000061128
G0600010426200,06001426200,G0600010426200,06001426200,0.9978606866,0.9956238663,0.9953496913,0.9956523915,0.9946469473,0.9944372919,0.996570949,0.9851957111
G0600010427100,06001427100,G0600010427100,06001427100,1,1,1,1,1,1,1,1
G0600010427200,06001427200,G0600010427200,06001427200,1,1,1,1,1,1,1,1
G0600010427300,06001427300,G0600010403302,06001403302,0,0,0,0,0,0,0,0
G0600010427300,06001427300,G0600010406000,06001406000,0,0,0,0,0,0,0,0
G0600010427300,06001427300,G0600010427300,06001427300,0.9983049113,1,1,1,1,1,1,1
G0600010427300,06001427300,G0600010428700,06001428700,0.0016950887,0,0,0,0,0,0,0
G0600010427300,06001427300,G0600010983200,06001983200,0,0,0,0,0,0,0,0
G0600010427600,06001427600,G0600010427600,06001427600,1,1,1,1,1,1,1,1
G0600010427700,06001427700,G0600010427700,06001427700,1,1,1,1,1,1,1,1
G0600010427800,06001427800,G0600010427800,06001427800,1,1,1,1,1,1,1,1
G0600010427900,06001427900,G0600010427900,06001427900,1,1,1,1,1,1,1,1
G0600010428000,06001428000,G0600010428000,06001428000,1,1,1,1,1,1,1,1
G0600010428100,06001428100,G0600010428100,06001428100,1,1,1,1,1,1,1,1
G0600010428200,06001428200,G0600010428200,06001428200,1,1,1,1,1,1,1,1
G0600010428301,06001428301,G0600010409000,06001409000,0.0881933248,0,0,0,0,0,0,0
G0600010428301,06001428301,G0600010428301,06001428301,0.9118066752,1,1,1,1,1,1,1
G0600010428302,06001428302,G0600010428301,06001428301,0.0020081399,0.0000257139,0.0000280364,0.0000257294,0.0000339003,0.0000342455,0.0000329886,0.0000400007
G0600010428302,06001428302,G0600010428302,06001428302,0.9979918601,0.9999742861,0.9999719636,0.9999742706,0.9999660997,0.9999657545,0.9999670114,0.9999599993
G0600010428400,06001428400,G0600010428400,06001428400,1,1,1,1,1,1,1,1
G0600010428500,06001428500,G0600010428500,06001428500,1,1,1,1,1,1,1,1
G0600010428600,06001428600,G0600010428600,06001428600,1,1,1,1,1,1,1,1
G0600010428700,06001428700,G0600010428700,06001428700,1,1,1,1,1,1,1,1
G0600010428700,06001428700,G0600010983200,06001983200,0,0,0,0,0,0,0,0
G0600010430101,06001430101,G0600010430101,06001430101,1,1,1,1,1,1,1,1
G0600010430102,06001430102,G0600010404600,06001404600,0.0000857984,0.0000882581,0.0001000346,0.0000561859,0.0001127907,0.0001091287,0.0000873098,0.000315109
G0600010430102,06001430102,G0600010408000,06001408000,0.0004709927,0.0106273962,0.0120454366,0.0067654904,0.0135814319,0.0131404763,0.0105132086,0.0379431254
G0600010430102,06001430102,G0600010408100,06001408100,0.0026825337,0.0132108485,0.0135760691,0.0112135174,0.0126622437,0.013067874,0.0142569847,0
G0600010430102,06001430102,G0600010409900,06001409900,0.0000594079,0,0,0,0,0,0,0
G0600010430102,06001430102,G0600010410000,06001410000,0,0,0,0,0,0,0,0
G0600010430102,06001430102,G0600010430101,06001430101,0.0000085538,0,0,0,0,0,0,0
G0600010430102,06001430102,G0600010430102,06001430102,0.9961477311,0.9760734972,0.9742784597,0.9819648063,0.9736435337,0.973682521,0.975142497,0.9617417656
G0600010430102,06001430102,G0600010430300,06001430300,0.0005449824,0,0,0,0,0,0,0
G0600010430200,06001430200,G0600010430200,06001430200,1,1,1,1,1,1,1,1
G0600010430300,06001430300,G0600010430102,06001430102,0.2105516919,0,0,0,0,0,0,0
G0600010430300,06001430300,G0600010430300,06001430300,0.7894483081,1,1,1,1,1,1,1
G0600010430400,06001430400,G0600010410000,06001410000,0.0041793849,0,0,0,0,0,0,0
G0600010430400,06001430400,G0600010430400,06001430400,0.9958206151,1,1,1,1,1,1,1
G0600010430500,06001430500,G0600010430500,06001430500,0.9988955047,1,1,1,1,1,1,1
G0600010430500,06001430500,G0600010434000,06001434000,0.0011044953,0,0,0,0,0,0,0
G0600010430600,06001430600,G0600010430600,06001430600,1,1,1,1,1,1,1,1
G0600010430700,06001430700,G0600010430700,06001430700,1,1,1,1,1,1,1,1
G0600010430800,06001430800,G0600010430800,06001430800,1,1,1,1,1,1,1,1
G0600010430900,06001430900,G0600010430900,06001430900,1,1,1,1,1,1,1,1
G0600010431000,06001431000,G0600010431000,06001431000,1,1,1,1,1,1,1,1
G0600010431100,06001431100,G0600010431100,06001431100,1,1,1,1,1,1,1,1
G0600010431200,06001431200,G0600010431200,06001431200,1,1,1,1,1,1,1,1
G0600010432100,06001432100,G0600010410000,06001410000,0.0214405932,0,0,0,0,0,0,0
G0600010432100,06001432100,G0600010432100,06001432100,0.9783848817,1,1,1,1,1,1,1
G0600010432100,06001432100,G0600010432700,06001432700,0.0000269214,0,0,0,0,0,0,0
G0600010432100,06001432100,G0600010432800,06001432800,0.0001476037,0,0,0,0,0,0,0
G0600010432200,06001432200,G0600010432200,06001432200,1,1,1,1,1,1,1,1
G0600010432300,06001432300,G0600010432300,06001432300,1,1,1,1,1,1,1,1
G0600010432400,06001432400,G0600010409000,06001409000,0.0061495126,0,0,0,0,0,0,0
G0600010432400,06001432400,G0600010432400,06001432400,0.9938504874,1,1,1,1,1,1,1
G0600010432501,06001432501,G0600010432501,06001432501,1,1,1,1,1,1,1,1
G0600010432502,06001432502,G0600010409200,06001409200,0.0004105171,0.0002463203,0.0002485409,0.0002415901,0.0002530254,0.0002483879,0.0002336907,0.0002779295
G0600010432502,06001432502,G0600010432502,06001432502,0.9995894829,0.9997536797,0.9997514591,0.9997584099,0.9997469746,0.9997516121,0.9997663093,0.9997220705
G0600010432600,06001432600,G0600010432601,06001432601,0.6335639748,0.5577316574,0.5524881947,0.5452702703,0.5737704918,0.5805401887,0.6111111111,0.5576635047
G0600010432600,06001432600,G0600010432602,06001432602,0.3664360252,0.4422683426,0.4475118053,0.4547297297,0.4262295082,0.4194598113,0.3888888889,0.4423364953
G0600010432700,06001432700,G0600010432700,06001432700,1,1,1,1,1,1,1,1
G0600010432800,06001432800,G0600010410000,06001410000,0.0031801003,0.0001856187,0.0001847179,0.0001916385,0.0001799018,0.0001769575,0.000184964,0.000158247
G0600010432800,06001432800,G0600010432800,06001432800,0.9968198997,0.9998143813,0.9998152821,0.9998083615,0.9998200982,0.9998230425,0.999815036,0.999841753
G0600010433000,06001433000,G0600010433000,06001433000,0.9947329808,1,1,1,1,1,1,1
G0600010433000,06001433000,G0600010433102,06001433102,0.0030026014,0,0,0,0,0,0,0
G0600010433000,06001433000,G0600010433103,06001433103,0.0022644178,0,0,0,0,0,0,0
G0600010433102,06001433102,G0600010433102,06001433102,0.9996421331,0.9989210189,0.9991285573,0.9989884235,0.9991194048,0.9991530784,0.9988200308,0.9996118276
G0600010433102,06001433102,G0600010433802,06001433802,0.0003578669,0.0010789811,0.0008714427,0.0010115765,0.0008805952,0.0008469216,0.0011799692,0.0003881724
G0600010433103,06001433103,G0600010433103,06001433103,1,1,1,1,1,1,1,1
G0600010433104,06001433104,G0600010433104,06001433104,1,1,1,1,1,1,1,1
G0600010433200,06001433200,G0600010433200,06001433200,0.9938801222,1,1,1,1,1,1,1
G0600010433200,06001433200,G0600010433300,06001433300,0.0016157989,0,0,0,0,0,0,0
G0600010433200,06001433200,G0600010433600,06001433600,0.0045040789,0,0,0,0,0,0,0
G0600010433300,06001433300,G0600010433300,06001433300,1,1,1,1,1,1,1,1
G0600010433400,06001433400,G0600010433300,06001433300,0.0108521176,0,0,0,0,0,0,0
G0600010433400,06001433400,G0600010433400,06001433400,0.9890952775,1,1,1,1,1,1,1
G0600010433400,06001433400,G0600010435900,06001435900,0.0000526048,0,0,0,0,0,0,0
G0600010433500,06001433500,G0600010433500,06001433500,1,1,1,1,1,1,1,1
G0600010433600,06001433600,G0600010433600,06001433600,1,1,1,1,1,1,1,1
G0600010433700,06001433700,G0600010433200,06001433200,0.013617977,0,0,0,0,0,0,0
G0600010433700,06001433700,G0600010433700,06001433700,0.9793813018,1,1,1,1,1,1,1
G0600010433700,06001433700,G0600010434000,06001434000,0.0070007212,0,0,0,0,0,0,0
G0600010433800,06001433800,G0600010433102,06001433102,0.0420543675,0.0000136323,0.0000147892,0.0000131856,0.0000191959,0.0000187456,0,0.0000362406
G0600010433800,06001433800,G0600010433801,06001433801,0.3749307556,0.4330302619,0.4292427255,0.4276276276,0.4513602638,0.4613291877,0.3838737949,0.5112840467
G0600010433800,06001433800,G0600010433802,06001433802,0.5830148768,0.5669561058,0.5707424853,0.5723591868,0.5486205403,0.5386520667,0.6161262051,0.4886797127
G0600010433900,06001433900,G0600010433900,06001433900,1,1,1,1,1,1,1,1
G0600010434000,06001434000,G0600010434000,06001434000,1,1,1,1,1,1,1,1
G0600010435102,06001435102,G0600010435102,06001435102,0.9969103549,0.9993599447,0.999393888,0.999208611,0.9992026162,0.9991873259,0.9992438581,0.9990809683
G0600010435102,06001435102,G0600010436402,06001436402,0.0030896451,0.0006400553,0.000606112,0.000791389,0.0007973838,0.0008126741,0.0007561419,0.0009190317
G0600010435103,06001435103,G0600010435103,06001435103,0.9999783734,0.9999995491,0.9999995553,0.9999996257,0.9999996863,0.9999996988,0.9999996596,1
G0600010435103,06001435103,G0600010435104,06001435104,0.0000214528,0,0,0,0,0,0,0
G0600010435103,06001435103,G0600010436402,06001436402,0.0000001738,0.0000004509,0.0000004447,0.0000003743,0.0000003137,0.0000003012,0.0000003404,0
G0600010435104,06001435104,G0600010435103,06001435103,0.000175947,0,0,0,0,0,0,0
G0600010435104,06001435104,G0600010435104,06001435104,0.999824053,1,1,1,1,1,1,1
G0600010435200,06001435200,G0600010430101,06001430101,0.0054623333,0,0,0,0,0,0,0
G0600010435200,06001435200,G0600010435103,06001435103,0.0006573481,0.000268463,0.0002627837,0.0002684306,0.0002804368,0.0002936488,0.0002732817,0.0003065187
G0600010435200,06001435200,G0600010435200,06001435200,0.9938803186,0.999731537,0.9997372163,0.9997315694,0.9997195632,0.9997063512,0.9997267183,0.9996934813
G0600010435300,06001435300,G0600010435300,06001435300,1,1,1,1,1,1,1,1
G0600010435400,06001435400,G0600010435400,06001435400,1,1,1,1,1,1,1,1
G0600010435500,06001435500,G0600010435500,06001435500,1,1,1,1,1,1,1,1
G0600010435601,06001435601,G0600010435601,06001435601,1,1,1,1,1,1,1,1
G0600010435602,06001435602,G0600010435602,06001435602,1,1,1,1,1,1,1,1
G0600010435700,06001435700,G0600010435700,06001435700,1,1,1,1,1,1,1,1
G0600010435800,06001435800,G0600010435800,06001435800,1,1,1,1,1,1,1,1
G0600010435900,06001435900,G0600010433400,06001433400,0.0008138365,0.0000015496,0.0000019993,0,0.0000047964,0.0000046352,0,0.0000287957
G0600010435900,06001435900,G0600010435900,06001435900,0.961750513,0.9999984504,0.9999980007,1,0.9999952036,0.9999953648,1,0.9999712043
G0600010435900,06001435900,G0600010437101,06001437101,0.0374356505,0,0,0,0,0,0,0
G0600010436000,06001436000,G0600010436000,06001436000,0.9999703346,0.9999928253,0.9999924265,0.9999921453,0.9999926157,0.9999928061,0.9999917765,0.999996521
G0600010436000,06001436000,G0600010437101,06001437101,0.0000296654,0.0000071747,0.0000075735,0.0000078547,0.0000073843,0.0000071939,0.0000082235,0.000003479
G0600010436100,06001436100,G0600010436100,06001436100,1,1,1,1,1,1,1,1
G0600010436200,06001436200,G0600010436200,06001436200,1,1,1,1,1,1,1,1
G0600010436300,06001436300,G0600010436301,06001436301,0.577587817,0.4814516448,0.4748401623,0.4622437707,0.4306541117,0.4291502099,0.372408691,0.4529640544
G0600010436300,06001436300,G0600010436302,06001436302,0.422412183,0.5185483552,0.5251598377,0.5377562293,0.5693458883,0.5708497901,0.627591309,0.5470359456
G0600010436401,06001436401,G0600010436402,06001436402,0.0002027893,0.0002100043,0.0002171962,0.000147556,0.0001507456,0.0001434523,0.0002299514,0.0000578143
G0600010436401,06001436401,G0600010436403,06001436403,0.4950648717,0.5405270981,0.5341172875,0.510342051,0.5746887977,0.6035430255,0.3630222936,0.8230351887
G0600010436401,06001436401,G0600010436404,06001436404,0.504732339,0.4592628976,0.4656655163,0.489510393,0.4251604567,0.3963135222,0.636747755,0.176906997
G0600010436402,06001436402,G0600010435102,06001435102,0.0001705679,0.0001383846,0.0001467716,0.0002054802,0.0001500791,0.0001622168,0.0001650206,0
G0600010436402,06001436402,G0600010436402,06001436402,0.9996311791,0.9992561754,0.9992283118,0.9992961685,0.9990006181,0.9990017561,0.9990345303,0.9986599889
G0600010436402,06001436402,G0600010436404,06001436404,0.000198253,0.0006054399,0.0006249166,0.0004983512,0.0008493028,0.000836027,0.0008004491,0.0013400111
G0600010436500,06001436500,G0600010436500,06001436500,1,1,1,1,1,1,1,1
