tr2010gj,tr2010ge,tr2020gj,tr2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G0600650044403,06065044403,G0600650045125,06065045125,0.0003111589,0.0002271695,0.000293772,0,0.000594884,0.000461042,0.0008368201,0
G0600650044403,06065044403,G0600650045617,06065045617,0.0000146473,0,0,0,0,0,0,0
G0600650044404,06065044404,G0600650044404,06065044404,1,1,1,1,1,1,1,1
G0600650044405,06065044405,G0600650044405,06065044405,1,1,1,1,1,1,1,1
G0600650044505,06065044505,G0600650044505,06065044505,1,1,1,1,1,1,1,1
G0600650044507,06065044507,G0600650044507,06065044507,1,1,1,1,1,1,1,1
G0600650044509,06065044509,G0600650044509,06065044509,1,1,1,1,1,1,1,1
G0600650044510,06065044510,G0600650044510,06065044510,1,1,1,1,1,1,1,1
G0600650044515,06065044515,G0600650044515,06065044515,1,1,1,1,1,1,1,1
G0600650044516,06065044516,G0600650044516,06065044516,1,1,1,1,1,1,1,1
G0600650044517,06065044517,G0600650044517,06065044517,0.9971052475,0.9920067312,0.9912959381,0.9941176471,0.9924953096,0.9938650307,0.9903730445,1
G0600650044517,06065044517,G0600650044518,06065044518,0.0028947525,0.0079932688,0.0087040619,0.0058823529,0.0075046904,0.0061349693,0.0096269555,0
G0600650044518,06065044518,G0600650044518,06065044518,1,1,1,1,1,1,1,1
G0600650044520,06065044520,G0600650044520,06065044520,1,1,1,1,1,1,1,1
G0600650044521,06065044521,G0600650043813,06065043813,0.0060609395,0,0,0,0,0,0,0
G0600650044521,06065044521,G0600650044521,06065044521,0.9939390605,1,1,1,1,1,1,1
G0600650044522,06065044522,G0600650044523,06065044523,0.1852459348,0.4249384742,0.4689912164,0.4861111111,0.5296,0.6023288638,0.6067577283,0.3078512397
G0600650044522,06065044522,G0600650044524,06065044524,0.8147540652,0.5750615258,0.5310087836,0.5138888889,0.4704,0.3976711362,0.3932422717,0.6921487603
G0600650044602,06065044602,G0600650044602,06065044602,1,1,1,1,1,1,1,1
G0600650044604,06065044604,G0600650044604,06065044604,1,1,1,1,1,1,1,1
G0600650044605,06065044605,G0600650044605,06065044605,1,1,1,1,1,1,1,1
G0600650044606,06065044606,G0600650044606,06065044606,0.999657031,1,1,1,1,1,1,1
G0600650044606,06065044606,G0600650044904,06065044904,0.000342969,0,0,0,0,0,0,0
G0600650044701,06065044701,G0600650044701,06065044701,1,1,1,1,1,1,1,1
G0600650044702,06065044702,G0600650044702,06065044702,1,1,1,1,1,1,1,1
G0600650044804,06065044804,G0600650044804,06065044804,1,1,1,1,1,1,1,1
G0600650044805,06065044805,G0600650044805,06065044805,1,1,1,1,1,1,1,1
G0600650044806,06065044806,G0600650044806,06065044806,1,1,1,1,1,1,1,1
G0600650044807,06065044807,G0600650044807,06065044807,0.999805186,0.9980779163,0.9981586192,0.9982106183,0.9984055843,0.9981010309,0.9970648289,0.9996970732
G0600650044807,06065044807,G0600650045000,06065045000,0.000194814,0.0019220837,0.0018413808,0.0017893817,0.0015944157,0.0018989691,0.0029351711,0.0003029268
G0600650044904,06065044904,G0600650044904,06065044904,1,1,1,1,1,1,1,1
G0600650044907,06065044907,G0600650044907,06065044907,1,1,1,1,1,1,1,1
G0600650044911,06065044911,G0600650044911,06065044911,1,1,1,1,1,1,1,1
G0600650044915,06065044915,G0600650044933,06065044933,0.4990850645,0.5609492988,0.5374850299,0.5886126704,0.4994252874,0.5075246497,0.5199004975,0.4932735426
G0600650044915,06065044915,G0600650044934,06065044934,0.5009149355,0.4390507012,0.4625149701,0.4113873296,0.5005747126,0.4924753503,0.4800995025,0.5067264574
G0600650044916,06065044916,G0600650044916,06065044916,1,1,1,1,1,1,1,1
G0600650044917,06065044917,G0600650044917,06065044917,1,1,1,1,1,1,1,1
G0600650044918,06065044918,G0600650044918,06065044918,1,1,1,1,1,1,1,1
G0600650044919,06065044919,G0600650044919,06065044919,1,1,1,1,1,1,1,1
G0600650044921,06065044921,G0600650044921,06065044921,1,1,1,1,1,1,1,1
G0600650044922,06065044922,G0600650044922,06065044922,1,1,1,1,1,1,1,1
G0600650044923,06065044923,G0600650044923,06065044923,1,1,1,1,1,1,1,1
G0600650044924,06065044924,G0600650044924,06065044924,1,1,1,1,1,1,1,1
G0600650044925,06065044925,G0600650044925,06065044925,1,1,1,1,1,1,1,1
G0600650044926,06065044926,G0600650044926,06065044926,1,1,1,1,1,1,1,1
G0600650044927,06065044927,G0600650044927,06065044927,1,1,1,1,1,1,1,1
G0600650044928,06065044928,G0600650044928,06065044928,1,1,1,1,1,1,1,1
G0600650044929,06065044929,G0600650044929,06065044929,1,1,1,1,1,1,1,1
G0600650044930,06065044930,G0600650044930,06065044930,1,1,1,1,1,1,1,1
G0600650044931,06065044931,G0600650044931,06065044931,1,1,1,1,1,1,1,1
G0600650044932,06065044932,G0600650044932,06065044932,1,1,1,1,1,1,1,1
G0600650045000,06065045000,G0600650044807,06065044807,0.000280285,0,0,0,0,0,0,0
G0600650045000,06065045000,G0600650045000,06065045000,0.999719715,1,1,1,1,1,1,1
G0600650045103,06065045103,G0600650045000,06065045000,0.0231572392,0,0,0,0,0,0,0
G0600650045103,06065045103,G0600650045103,06065045103,0.9768427608,1,1,1,1,1,1,1
G0600650045108,06065045108,G0600650045126,06065045126,0.338085652,0.5359762487,0.5226504395,0.4890510949,0.4997802198,0.4766666667,0.2980062959,0.6452344932
G0600650045108,06065045108,G0600650045127,06065045127,0.661914348,0.4640237513,0.4773495605,0.5109489051,0.5002197802,0.5233333333,0.7019937041,0.3547655068
G0600650045109,06065045109,G0600650045109,06065045109,1,1,1,1,1,1,1,1
G0600650045110,06065045110,G0600650045110,06065045110,1,1,1,1,1,1,1,1
G0600650045114,06065045114,G0600650045114,06065045114,1,1,1,1,1,1,1,1
G0600650045115,06065045115,G0600650045115,06065045115,1,1,1,1,1,1,1,1
G0600650045116,06065045116,G0600650045116,06065045116,1,1,1,1,1,1,1,1
G0600650045117,06065045117,G0600650045117,06065045117,1,1,1,1,1,1,1,1
G0600650045118,06065045118,G0600650045118,06065045118,1,1,1,1,1,1,1,1
G0600650045119,06065045119,G0600650045119,06065045119,1,1,1,1,1,1,1,1
G0600650045120,06065045120,G0600650045120,06065045120,1,1,1,1,1,1,1,1
G0600650045121,06065045121,G0600650045128,06065045128,0.3450474143,0.3117097306,0.3289839572,0.3454231434,0.3063763608,0.3428640077,0.359697733,0.1260647359
G0600650045121,06065045121,G0600650045129,06065045129,0.6549525857,0.6882902694,0.6710160428,0.6545768566,0.6936236392,0.6571359923,0.640302267,0.8739352641
G0600650045122,06065045122,G0600650045122,06065045122,1,1,1,1,1,1,1,1
G0600650045123,06065045123,G0600650045123,06065045123,1,1,1,1,1,1,1,1
G0600650045124,06065045124,G0600650045124,06065045124,1,1,1,1,1,1,1,1
G0600650045125,06065045125,G0600650045114,06065045114,0.0000454104,0,0,0,0,0,0,0
G0600650045125,06065045125,G0600650045122,06065045122,0.0000074506,0,0,0,0,0,0,0
G0600650045125,06065045125,G0600650045125,06065045125,0.9999471391,1,1,1,1,1,1,1
G0600650045207,06065045207,G0600650045207,06065045207,1,1,1,1,1,1,1,1
G0600650045209,06065045209,G0600650045209,06065045209,1,1,1,1,1,1,1,1
G0600650045212,06065045212,G0600650045212,06065045212,1,1,1,1,1,1,1,1
G0600650045213,06065045213,G0600650045213,06065045213,1,1,1,1,1,1,1,1
G0600650045214,06065045214,G0600650045214,06065045214,0.9928968034,1,1,1,1,1,1,1
G0600650045214,06065045214,G0600650049400,06065049400,0.0071031966,0,0,0,0,0,0,0
G0600650045215,06065045215,G0600650045234,06065045234,0.4348991222,0.5783910746,0.5839745734,0.5829015544,0.5861835422,0.6022209567,0.5868809731,0.5837173579
G0600650045215,06065045215,G0600650045235,06065045235,0.5651008778,0.4216089254,0.4160254266,0.4170984456,0.4138164578,0.3977790433,0.4131190269,0.4162826421
G0600650045216,06065045216,G0600650045216,06065045216,1,1,1,1,1,1,1,1
G0600650045217,06065045217,G0600650045217,06065045217,1,1,1,1,1,1,1,1
G0600650045222,06065045222,G0600650045222,06065045222,1,1,1,1,1,1,1,1
G0600650045224,06065045224,G0600650045224,06065045224,1,1,1,1,1,1,1,1
G0600650045226,06065045226,G0600650045226,06065045226,1,1,1,1,1,1,1,1
G0600650045228,06065045228,G0600650045228,06065045228,1,1,1,1,1,1,1,1
G0600650045233,06065045233,G0600650045233,06065045233,1,1,1,1,1,1,1,1
G0600650045302,06065045302,G0600650045302,06065045302,1,1,1,1,1,1,1,1
G0600650045303,06065045303,G0600650045303,06065045303,1,1,1,1,1,1,1,1
G0600650045304,06065045304,G0600650045305,06065045305,0.4832944752,0.4479538905,0.4373828591,0.4433688287,0.4467479675,0.4536808735,0.4763313609,0.3078703704
G0600650045304,06065045304,G0600650045306,06065045306,0.5167055248,0.5520461095,0.5626171409,0.5566311713,0.5532520325,0.5463191265,0.5236686391,0.6921296296
G0600650045501,06065045501,G0600650045501,06065045501,0.997784192,1,1,1,1,1,1,1
G0600650045501,06065045501,G0600650045502,06065045502,0.002215808,0,0,0,0,0,0,0
G0600650045502,06065045502,G0600650045502,06065045502,1,1,1,1,1,1,1,1
G0600650045604,06065045604,G0600650045610,06065045610,0.1631165171,0.3189718125,0.3222115153,0.3208791209,0.3318908123,0.3443212466,0.1834625323,0.4896978022
G0600650045604,06065045604,G0600650045611,06065045611,0.0075534209,0.311961443,0.3105275837,0.3036630037,0.2912782956,0.2738987114,0.3378552972,0.2417582418
G0600650045604,06065045604,G0600650045612,06065045612,0.829330062,0.3690667446,0.367260901,0.3754578755,0.3768308921,0.381780042,0.4786821705,0.268543956
G0600650045605,06065045605,G0600650044403,06065044403,0.0008949826,0,0,0,0,0,0,0
G0600650045605,06065045605,G0600650045617,06065045617,0.2325049887,0.2548610452,0.3215904108,0.3538784067,0.3859275053,0.4544126242,0.6539360873,0.1613324624
G0600650045605,06065045605,G0600650045618,06065045618,0.3491588685,0.3992222328,0.3600350826,0.3354297694,0.3173418621,0.2840444185,0.127045986,0.4768125408
G0600650045605,06065045605,G0600650045619,06065045619,0.4174411602,0.345916722,0.3183745067,0.3106918239,0.2967306326,0.2615429573,0.2190179267,0.3618549967
G0600650045606,06065045606,G0600650045606,06065045606,1,1,1,1,1,1,1,1
G0600650045608,06065045608,G0600650045613,06065045613,0.4585613484,0.6302988186,0.6432511953,0.6318681319,0.6602076125,0.6412806209,0.6561797753,0.7090909091
G0600650045608,06065045608,G0600650045614,06065045614,0.5414386516,0.3697011814,0.3567488047,0.3681318681,0.3397923875,0.3587193791,0.3438202247,0.2909090909
G0600650045609,06065045609,G0600650045615,06065045615,0.4913575521,0.6566326531,0.6612777053,0.6601409554,0.6572995202,0.6593272171,0.7334254144,0.5823129252
G0600650045609,06065045609,G0600650045616,06065045616,0.5086424479,0.3433673469,0.3387222947,0.3398590446,0.3427004798,0.3406727829,0.2665745856,0.4176870748
G0600650045703,06065045703,G0600650045703,06065045703,1,1,1,1,1,1,1,1
G0600650045704,06065045704,G0600650045704,06065045704,1,1,1,1,1,1,1,1
G0600650045705,06065045705,G0600650045708,06065045708,0.5128018555,0.482025664,0.4937894965,0.4709338525,0.4799099002,0.4814934985,0.5841595299,0.4317607069
G0600650045705,06065045705,G0600650045709,06065045709,0.4871981445,0.517974336,0.5062105035,0.5290661475,0.5200900998,0.5185065015,0.4158404701,0.5682392931
G0600650045706,06065045706,G0600650045706,06065045706,1,1,1,1,1,1,1,1
G0600650045707,06065045707,G0600650045707,06065045707,1,1,1,1,1,1,1,1
G0600650045900,06065045900,G0600650045900,06065045900,1,1,1,1,1,1,1,1
G0600650046101,06065046101,G0600650046101,06065046101,1,1,1,1,1,1,1,1
G0600650046102,06065046102,G0600650046102,06065046102,1,1,1,1,1,1,1,1
G0600650046103,06065046103,G0600650046103,06065046103,1,1,1,1,1,1,1,1
G0600650046200,06065046200,G0600650046200,06065046200,1,1,1,1,1,1,1,1
G0600650046401,06065046401,G0600650046401,06065046401,0.9998736741,0.9911374665,0.9909262708,0.9914321263,0.990947792,0.9911128038,0.9905975246,0.9916423322
G0600650046401,06065046401,G0600650046402,06065046402,0.0001263259,0.0088625335,0.0090737292,0.0085678737,0.009052208,0.0088871962,0.0094024754,0.0083576678
G0600650046402,06065046402,G0600650046401,06065046401,0.0337194645,0.0087532024,0.0087514586,0.011684518,0.0084745763,0.0107587769,0.0104772992,0.0059259259
G0600650046402,06065046402,G0600650046402,06065046402,0.9662805355,0.9912467976,0.9912485414,0.988315482,0.9915254237,0.9892412231,0.9895227008,0.9940740741
G0600650046403,06065046403,G0600650046403,06065046403,1,1,1,1,1,1,1,1
G0600650046404,06065046404,G0600650046404,06065046404,1,1,1,1,1,1,1,1
G0600650046405,06065046405,G0600650046405,06065046405,1,1,1,1,1,1,1,1
G0600650046500,06065046500,G0600650030501,06065030501,0.0000382856,0.0000040449,0.0000043102,0.0000165161,0.0000095385,0.0000132877,0.0002345282,0.0000048683
G0600650046500,06065046500,G0600650042213,06065042213,0.0000750905,0.0000005908,0.0000006295,0.0000048247,0.0000013932,0.0000012939,0,0.0000014221
G0600650046500,06065046500,G0600650046501,06065046501,0.7811247919,0.4431154347,0.4701312486,0.0052426693,0.0482808617,0.0457738581,0.0247654718,0.0487689861
G0600650046500,06065046500,G0600650046502,06065046502,0.218761832,0.5568799296,0.5298638117,0.99473599,0.9517082066,0.9542115603,0.975,0.9512247236
G0600650046601,06065046601,G0600650046601,06065046601,0.9993945754,1,1,1,1,1,1,1
G0600650046601,06065046601,G0600650046602,06065046602,0.0006054246,0,0,0,0,0,0,0
G0600650046602,06065046602,G0600650040808,06065040808,0.0005818048,0.0056506059,0.0052791325,0.0071888313,0.0061208527,0.0059335359,0.0051166457,0.0128418669
G0600650046602,06065046602,G0600650046602,06065046602,0.9994181952,0.9943493941,0.9947208675,0.9928111687,0.9938791473,0.9940664641,0.9948833543,0.9871581331
G0600650046700,06065046700,G0600650042012,06065042012,0.0004806978,0,0,0,0,0,0,0
G0600650046700,06065046700,G0600650042507,06065042507,0.0000025049,0,0,0,0,0,0,0
G0600650046700,06065046700,G0600650042625,06065042625,0.0001011312,0,0,0,0,0,0,0
G0600650046700,06065046700,G0600650046700,06065046700,0.9987111274,1,1,1,1,1,1,1
G0600650046700,06065046700,G0600650048800,06065048800,0.0007045386,0,0,0,0,0,0,0
G0600650046800,06065046800,G0600650046800,06065046800,1,1,1,1,1,1,1,1
G0600650046900,06065046900,G0600650045610,06065045610,0.0000002967,0,0,0,0,0,0,0
G0600650046900,06065046900,G0600650045612,06065045612,0.0000398828,0,0,0,0,0,0,0
G0600650046900,06065046900,G0600650046900,06065046900,0.9997899991,1,1,1,1,1,1,1
G0600650046900,06065046900,G0600650981000,06065981000,0.0001698214,0,0,0,0,0,0,0
G0600650047000,06065047000,G0600650047000,06065047000,1,1,1,1,1,1,1,1
G0600650047201,06065047201,G0600650047201,06065047201,1,1,1,1,1,1,1,1
G0600650047202,06065047202,G0600650046900,06065046900,0.0040328474,0,0,0,0,0,0,0
G0600650047202,06065047202,G0600650047202,06065047202,0.9959671526,1,1,1,1,1,1,1
G0600650047900,06065047900,G0600650047901,06065047901,0.2340559454,0.4514684351,0.4640834192,0.4606433949,0.465625,0.4636281316,0.4579439252,0.536977492
G0600650047900,06065047900,G0600650047902,06065047902,0.7656584917,0.5485315649,0.5359165808,0.5393566051,0.534375,0.5363718684,0.5420560748,0.463022508
G0600650047900,06065047900,G0600650048100,06065048100,0.0002855629,0,0,0,0,0,0,0
G0600650048100,06065048100,G0600590021826,06059021826,0.0000402279,0,0,0,0,0,0,0
G0600650048100,06065048100,G0600650041803,06065041803,0.0040862359,0.0028376275,0.0024237699,0.0022734469,0.0027104769,0.0026303435,0.0025690488,0.0037398984
G0600650048100,06065048100,G0600650041804,06065041804,0.0009977213,0.0024800709,0.0021183616,0.0019869802,0.002368942,0.0022989058,0.0022453346,0.0032686508
G0600650048100,06065048100,G0600650041912,06065041912,0.0004146208,0,0,0,0,0,0,0
G0600650048100,06065048100,G0600650041913,06065041913,0.0065455457,0,0,0,0,0,0,0
G0600650048100,06065048100,G0600650047902,06065047902,0.0020044309,0.0012538549,0.0011730507,0.0010920001,0.0013173751,0.0013234287,0.0009585523,0.0039291604
G0600650048100,06065048100,G0600650048100,06065048100,0.9859112175,0.9934284467,0.9942848177,0.9946475728,0.993603206,0.993747322,0.9942270643,0.9890622904
G0600650048200,06065048200,G0600650041500,06065041500,0.0131401808,0,0,0,0,0,0,0
G0600650048200,06065048200,G0600650048200,06065048200,0.9868598192,1,1,1,1,1,1,1
G0600650048300,06065048300,G0600650042625,06065042625,0.0012271133,0,0,0,0,0,0,0
G0600650048300,06065048300,G0600650048300,06065048300,0.9983830978,1,1,1,1,1,1,1
G0600650048300,06065048300,G0600650048800,06065048800,0.0003897889,0,0,0,0,0,0,0
G0600650048700,06065048700,G0600650048700,06065048700,1,1,1,1,1,1,1,1
G0600650048800,06065048800,G0600650048300,06065048300,0.0004901595,0.0005276677,0.0005385205,0.000486826,0.0004851555,0.0004685065,0.0005440643,0.0003075531
G0600650048800,06065048800,G0600650048800,06065048800,0.9995098405,0.9994723323,0.9994614795,0.999513174,0.9995148445,0.9995314935,0.9994559357,0.9996924469
G0600650048901,06065048901,G0600650048901,06065048901,1,1,1,1,1,1,1,1
G0600650048902,06065048902,G0600650048902,06065048902,1,1,1,1,1,1,1,1
G0600650049000,06065049000,G0600650042623,06065042623,0.0000038657,0,0,0,0,0,0,0
G0600650049000,06065049000,G0600650042625,06065042625,0.0006331715,0.0044166871,0.004317097,0.0058963438,0.0054952114,0.0059958104,0.0064131758,0.0012389734
G0600650049000,06065049000,G0600650049001,06065049001,0.5809475152,0.6108094009,0.593544447,0.60606853,0.6048577298,0.6263023263,0.5885524993,0.6804586393
G0600650049000,06065049000,G0600650049002,06065049002,0.4184154476,0.384773912,0.402138456,0.3880351262,0.3896470588,0.3677018634,0.4050343249,0.3183023873
G0600650049100,06065049100,G0600650049101,06065049101,0.4278846706,0.4297112462,0.3987671882,0.4,0.386996904,0.3811867651,0.2743813683,0.5614430665
G0600650049100,06065049100,G0600650049102,06065049102,0.5721153294,0.5702887538,0.6012328118,0.6,0.613003096,0.6188132349,0.7256186317,0.4385569335
G0600650049400,06065049400,G0600650049400,06065049400,1,1,1,1,1,1,1,1
G0600650049500,06065049500,G0600650049501,06065049501,0.3742919375,0.4992281202,0.5133295519,0.5126931567,0.5040380048,0.4997772829,0.6189979123,0.4080209241
G0600650049500,06065049500,G0600650049502,06065049502,0.6257080625,0.5007718798,0.4866704481,0.4873068433,0.4959619952,0.5002227171,0.3810020877,0.5919790759
G0600650049600,06065049600,G0600650049600,06065049600,1,1,1,1,1,1,1,1
G0600650049700,06065049700,G0600650049701,06065049701,0.0306303934,0.428976974,0.4202694236,0.419661297,0.4216734243,0.4132404181,0.4086206897,0.4987277354
G0600650049700,06065049700,G0600650049702,06065049702,0.9693696066,0.571023026,0.5797305764,0.580338703,0.5783265757,0.5867595819,0.5913793103,0.5012722646
G0600650049800,06065049800,G0600650049800,06065049800,1,1,1,1,1,1,1,1
G0600650050300,06065050300,G0600650050301,06065050301,0.1518843298,0.5334583021,0.5363146387,0.5423536676,0.5464692209,0.5477097291,0.5426190882,0.5617524887
G0600650050300,06065050300,G0600650050302,06065050302,0.8481156702,0.4665416979,0.4636853613,0.4576463324,0.4535307791,0.4522902709,0.4573809118,0.4382475113
G0600650050400,06065050400,G0600650050401,06065050401,0.6004166081,0.4952136496,0.4805429002,0.4896156236,0.4616234079,0.4643642106,0.5401524318,0.2916878641
G0600650050400,06065050400,G0600650050402,06065050402,0.3995833919,0.5047863504,0.5194570998,0.5103843764,0.5383765921,0.5356357894,0.4598475682,0.7083121359
G0600650050500,06065050500,G0600650050501,06065050501,0.324149287,0.3844355629,0.3870264064,0.3857462448,0.3871983211,0.3917748918,0.2931790985,0.567816092
G0600650050500,06065050500,G0600650050502,06065050502,0.247623647,0.2930397406,0.2841561424,0.2933844679,0.2733473242,0.2664742665,0.3378540088,0.1494252874
G0600650050500,06065050500,G0600650050503,06065050503,0.428227066,0.3225246965,0.3288174512,0.3208692873,0.3394543547,0.3417508418,0.3689668927,0.2827586207
G0600650050600,06065050600,G0600650043228,06065043228,0.0007226022,0.0000037799,0.000005402,0.0000031617,0.0000090992,0.0000151474,0.0000001038,0.0000342669
G0600650050600,06065050600,G0600650050600,06065050600,0.9992773978,0.9999962201,0.999994598,0.9999968383,0.9999909008,0.9999848526,0.9999998962,0.9999657331
G0600650050700,06065050700,G0600650050701,06065050701,0.7969222525,0.5781923964,0.5657413057,0.5749055812,0.5619249823,0.5675498855,0.5841678588,0.4979423868
G0600650050700,06065050700,G0600650050702,06065050702,0.2030777475,0.4218076036,0.4342586943,0.4250944188,0.4380750177,0.4324501145,0.4158321412,0.5020576132
G0600650050900,06065050900,G0600650050901,06065050901,0.7872664608,0.4283410138,0.4418872267,0.4072948328,0.479614949,0.4774535809,0.2447844228,0.6408787011
G0600650050900,06065050900,G0600650050902,06065050902,0.2127335392,0.5716589862,0.5581127733,0.5927051672,0.520385051,0.5225464191,0.7552155772,0.3591212989
G0600650051100,06065051100,G0600650051100,06065051100,1,1,1,1,1,1,1,1
G0600650051200,06065051200,G0600650051200,06065051200,1,1,1,1,1,1,1,1
G0600650051300,06065051300,G0600650043513,06065043513,0,0,0,0,0,0,0,0
G0600650051300,06065051300,G0600650051301,06065051301,0.1123596723,0.5282522996,0.4923127249,0.5335092348,0.4888888889,0.4666666667,0.4670577617,0.5731707317
G0600650051300,06065051300,G0600650051302,06065051302,0.8876403277,0.4717477004,0.5076872751,0.4664907652,0.5111111111,0.5333333333,0.5329422383,0.4268292683
G0600650051400,06065051400,G0600650051401,06065051401,0.5194947445,0.5683868001,0.5684625531,0.592075843,0.5526569969,0.5426293883,0.5612104863,0.4631320678
G0600650051400,06065051400,G0600650051402,06065051402,0.4805052555,0.4316131999,0.4315374469,0.407924157,0.4473430031,0.4573706117,0.4387895137,0.5368679322
G0600650940100,06065940100,G0600650046900,06065046900,0.0572263214,0.0060240964,0.0063291139,0,0.0094339623,0.0060560182,0.0101010101,0
G0600650940100,06065940100,G0600650940100,06065940100,0.9427736786,0.9939759036,0.9936708861,1,0.9905660377,0.9939439818,0.9898989899,1
G0600650940400,06065940400,G0600650940400,06065940400,1,1,1,1,1,1,1,1
G0600650940500,06065940500,G0600650940500,06065940500,1,1,1,1,1,1,1,1
G0600650940600,06065940600,G0600650940600,06065940600,1,1,1,1,1,1,1,1
G0600650940700,06065940700,G0600650940700,06065940700,1,1,1,1,1,1,1,1
G0600650940800,06065940800,G0600650940800,06065940800,1,1,1,1,1,1,1,1
G0600650940900,06065940900,G0600650044917,06065044917,0.0000618264,0,0,0,0,0,0,0
G0600650940900,06065940900,G0600650940900,06065940900,0.9999381736,1,1,1,1,1,1,1
G0600650941000,06065941000,G0600650045000,06065045000,0.0007031766,0,0,0,0,0,0,0
G0600650941000,06065941000,G0600650941001,06065941001,0.5051037833,0.4407180818,0.434411866,0.4355256503,0.4502875896,0.3418685795,0.4413310513,0.4776018554
G0600650941000,06065941000,G0600650941002,06065941002,0.4941930401,0.5592819182,0.565588134,0.5644743497,0.5497124104,0.6581314205,0.5586689487,0.5223981446
G0600650941100,06065941100,G0600650941001,06065941001,0.0006885881,0,0,0,0,0,0,0
G0600650941100,06065941100,G0600650941002,06065941002,0.0011664388,0,0,0,0,0,0,0
G0600650941100,06065941100,G0600650941100,06065941100,0.9981449731,1,1,1,1,1,1,1
G0600650941200,06065941200,G0600650941200,06065941200,1,1,1,1,1,1,1,1
G0600650941300,06065941300,G0600650941300,06065941300,1,1,1,1,1,1,1,1
G0600650941400,06065941400,G0600650941400,06065941400,1,1,1,1,1,1,1,1
G0600650941500,06065941500,G0600650051302,06065051302,0.0000046693,0.0000004603,0.0000004954,0.0000004689,0.0000008403,0.0000009836,0.0000008961,0.0000006118
G0600650941500,06065941500,G0600650941500,06065941500,0.9999953307,0.9999995397,0.9999995046,0.9999995311,0.9999991597,0.9999990164,0.9999991039,0.9999993882
G0600650980004,06065980004,G0600650980004,06065980004,1,1,1,1,1,1,1,1
G0600650981000,06065981000,G0600650046900,06065046900,0.2010549356,0,0,0,0,0,0,0
G0600650981000,06065981000,G0600650981000,06065981000,0.7989450644,1,1,1,1,1,1,1
G0600670000100,06067000100,G0600670000100,06067000100,1,1,1,1,1,1,1,1
G0600670000100,06067000100,G0600670005402,06067005402,0,0,0,0,0,0,0,0
G0600670000200,06067000200,G0600670000200,06067000200,1,1,1,1,1,1,1,1
G0600670000300,06067000300,G0600670000300,06067000300,0.9969544449,0.9999076816,0.9998881437,0.9998082571,0.9999044483,0.9999095758,0.9998637184,1
G0600670000300,06067000300,G0600670005301,06067005301,0.0030455551,0.0000923184,0.0001118563,0.0001917429,0.0000955517,0.0000904242,0.0001362816,0
G0600670000400,06067000400,G0600670000400,06067000400,0.9965415977,1,1,1,1,1,1,1
G0600670000400,06067000400,G0600670005301,06067005301,0.0034584023,0,0,0,0,0,0,0
G0600670000500,06067000500,G0600670000501,06067000501,0.4565715652,0.5451092118,0.5390597384,0.5514874142,0.5266075388,0.5343549184,0.3970037453,0.5491216656
G0600670000500,06067000500,G0600670000502,06067000502,0.5434284348,0.4548907882,0.4609402616,0.4485125858,0.4733924612,0.4656450816,0.6029962547,0.4508783344
G0600670000600,06067000600,G0600670000600,06067000600,1,1,1,1,1,1,1,1
G0600670000700,06067000700,G0600670000700,06067000700,1,1,1,1,1,1,1,1
G0600670000800,06067000800,G0600670000800,06067000800,1,1,1,1,1,1,1,1
G0600670001101,06067001101,G0600670001102,06067001102,0.2519542324,0.5173424524,0.5233213737,0.5252525253,0.5150931278,0.483778626,0.3986486486,0.5273243435
G0600670001101,06067001101,G0600670001103,06067001103,0.7480457676,0.4826575476,0.4766786263,0.4747474747,0.4849068722,0.516221374,0.6013513514,0.4726756565
G0600670001200,06067001200,G0600670001201,06067001201,0.5848580768,0.5440866687,0.5465334166,0.4701195219,0.5307507987,0.5313190862,0.2585034014,0.5477301655
G0600670001200,06067001200,G0600670001202,06067001202,0.4151419232,0.4559133313,0.4534665834,0.5298804781,0.4692492013,0.4686809138,0.7414965986,0.4522698345
G0600670001300,06067001300,G0600670001300,06067001300,1,1,1,1,1,1,1,1
G0600670001400,06067001400,G0600670001400,06067001400,1,1,1,1,1,1,1,1
G0600670001500,06067001500,G0600670001500,06067001500,1,1,1,1,1,1,1,1
G0600670001600,06067001600,G0600670001601,06067001601,0.6207641878,0.5292381479,0.5416573598,0.4709976798,0.5507026206,0.554320545,0.4681762546,0.6856856857
G0600670001600,06067001600,G0600670001602,06067001602,0.3792358122,0.4707618521,0.4583426402,0.5290023202,0.4492973794,0.445679455,0.5318237454,0.3143143143
G0600670001700,06067001700,G0600670001601,06067001601,0.0014893691,0,0,0,0,0,0,0
G0600670001700,06067001700,G0600670001701,06067001701,0.333601936,0.3141426783,0.3227120268,0.2741433022,0.2909672262,0.3047226387,0.3006189213,0.2830051058
G0600670001700,06067001700,G0600670001702,06067001702,0.664908695,0.6858573217,0.6772879732,0.7258566978,0.7090327738,0.6952773613,0.6993810787,0.7169948942
G0600670001800,06067001800,G0600670001800,06067001800,1,1,1,1,1,1,1,1
G0600670001900,06067001900,G0600670001900,06067001900,1,1,1,1,1,1,1,1
G0600670002000,06067002000,G0600670002000,06067002000,1,1,1,1,1,1,1,1
G0600670002100,06067002100,G0600670000800,06067000800,0.0016214959,0,0,0,0,0,0,0
G0600670002100,06067002100,G0600670002100,06067002100,0.9983785041,1,1,1,1,1,1,1
